feature_path,transcript
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000650.npy,there's the city hall tower i'm supposed to visit
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000651.npy,mother is coming with us on the train
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000652.npy,we want some action in these pictures
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000653.npy,the adventures of tom sawyer
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000654.npy,you mean you don't approve of my having a baby
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000655.npy,just one more try
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000656.npy,also will numbers be written as digits or as words
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000657.npy,i'm in the pink of condition
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000658.npy,you will never reopen
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000659.npy,stall it along until the extra comes out
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000660.npy,we don't have to give up our club
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000661.npy,i got two giant bug bites on my right leg from last night and they hurt
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000662.npy,the wind screamed with delight and blew harder than ever
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000663.npy,why don't we search their rooms
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000664.npy,i would like to take a nice long break with no financial repercussions but we all know thats not going to happen
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000665.npy,let's the alchemist answered
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000666.npy,they rented a boat and went down the river
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000667.npy,it would help the reader to understand your method better
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000668.npy,take her to the hospital
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000669.npy,one of my best reporters
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000670.npy,the track pad on this laptop needs calibrating
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000671.npy,i'm going to guide you across the desert the alchemist said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000672.npy,before creating a new topic please use the search function to find similar threads
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000673.npy,maybe these desert birds could explain to him the meaning of love without ownership
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000674.npy,i was expecting you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000675.npy,benjamin was snacking on strips of bacon
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000676.npy,mom took grandma to the garden center to hear the latin names of plants
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000677.npy,i did not see her but i heard
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000678.npy,i'm interested only in the present
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000679.npy,two days later the merchant spoke to the boy about the display
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000680.npy,wait till you try to turn around
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000681.npy,i don't care what you say
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000682.npy,i am in search of that universal language among other things
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000683.npy,the next day the boy met the old man at noon
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000684.npy,when you are loved you can do anything in creation
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000685.npy,i'm glad you gentlemen are here
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000686.npy,the boy told him then that he needed to get to the pyramids
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000687.npy,the wireless joypad was experiencing connection issues
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000688.npy,gives you an idea of the season
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000689.npy,the two were taken to a nearby military camp
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000690.npy,i never saw it before
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000691.npy,that's why i keep losing
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000692.npy,she reversed the charges
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000693.npy,have you ever seen a spaghetti tree
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000694.npy,i shall make us some ice cubes
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000695.npy,the scalpel incision was clean and straight
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000696.npy,do you want to go to work for me the merchant asked
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000697.npy,the biggest living thing is a mushroom
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000698.npy,the snow blasted along the side of the bridge
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000699.npy,just as a rule of thumb
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000700.npy,before him was an enormous white horse rearing over him with a frightening scream
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000701.npy,the woman in the red dress is stunning
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000702.npy,then she again took his hands and studied them carefully
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000703.npy,let me formulate a response to that question
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000704.npy,i wanted the doll but the auction became too expensive
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000705.npy,a quarter of a million dollars
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000706.npy,we can both hear
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000707.npy,do you know what an engagement ring is
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000708.npy,how'd you get in here
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000709.npy,she tied her shoelaces into a bow
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000710.npy,undefined
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000711.npy,he had been to the village only once the year before
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000712.npy,are you all right
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000713.npy,how do you know she didn't
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000715.npy,the drawer was stuck closed
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000716.npy,who is omar and what did he do
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000717.npy,everyone should have the right of education
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000718.npy,have you any idea what these things cost over here
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000719.npy,a breeze began to blow
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000720.npy,where's your coat and hat
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000721.npy,the treasure is at the pyramids that you already knew
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000722.npy,with a bag of marshmallows
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000723.npy,he carried two dead hawks over his shoulder
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000724.npy,find a picture of music hole
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000725.npy,the log file reveals that nobody ever read the end user license agreement during installation
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000726.npy,it was a useful reminder to complete the task
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000727.npy,then who's this one
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000728.npy,i used to live near el cairum he said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000729.npy,use the tool that's needed for the job
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000730.npy,then she again took his hands and studied them carefully
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000731.npy,after all who doesnt want to overcome new challenges and achieve great heights
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000732.npy,the omens will begin insistently to speak of it and you'll try to ignore them
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000733.npy,no no thanks just looking
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000734.npy,the hierarchy is visualized in the appendix
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000735.npy,there's a place to sit down
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000736.npy,i still say that this john doe person is a myth
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000737.npy,the whole office was struck by a deafening silence
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000738.npy,how do you suppose ken got that gun
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000739.npy,where do you think you're going
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000740.npy,other servants maintained the fires in the hookahs
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000741.npy,just use the phone
